study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB14744	SAMEA4344551	ERS1256000	ERX1608081	ERR1537253	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1537253/ERR1537253.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1537253/ERR1537253.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Rarg_ESZ_TATCTG20NTCG_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Rarg_ESZ_TATCTG20NTCG_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/003/ERR1537253	ftp.sra.ebi.ac.uk/vol1/err/ERR153/003/ERR1537253		
PRJEB14744	SAMEA4344552	ERS1256001	ERX1608082	ERR1537254	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1537254/ERR1537254.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1537254/ERR1537254.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Rarg_ESZ_TATCTG20NTCG_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Rarg_ESZ_TATCTG20NTCG_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/004/ERR1537254	ftp.sra.ebi.ac.uk/vol1/err/ERR153/004/ERR1537254		
PRJEB14744	SAMEA4344553	ERS1256002	ERX1608083	ERR1537255	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1537255/ERR1537255.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1537255/ERR1537255.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Rarg_ESZ_TATCTG20NTCG_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Rarg_ESZ_TATCTG20NTCG_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/005/ERR1537255	ftp.sra.ebi.ac.uk/vol1/err/ERR153/005/ERR1537255		
PRJEB14744	SAMEA4344554	ERS1256003	ERX1608084	ERR1537256	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1537256/ERR1537256.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1537256/ERR1537256.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RAX_ESZ_TGGTAG20NATT_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RAX_ESZ_TGGTAG20NATT_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/006/ERR1537256	ftp.sra.ebi.ac.uk/vol1/err/ERR153/006/ERR1537256		
PRJEB14744	SAMEA4344555	ERS1256004	ERX1608085	ERR1537257	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1537257/ERR1537257.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1537257/ERR1537257.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RAX_ESZ_TGGTAG20NATT_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RAX_ESZ_TGGTAG20NATT_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/007/ERR1537257	ftp.sra.ebi.ac.uk/vol1/err/ERR153/007/ERR1537257		
PRJEB14744	SAMEA4344556	ERS1256005	ERX1608086	ERR1537258	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1537258/ERR1537258.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1537258/ERR1537258.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RAX_ESZ_TGGTAG20NATT_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RAX_ESZ_TGGTAG20NATT_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/008/ERR1537258	ftp.sra.ebi.ac.uk/vol1/err/ERR153/008/ERR1537258		
PRJEB14744	SAMEA4344557	ERS1256006	ERX1608087	ERR1537259	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1537259/ERR1537259.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1537259/ERR1537259.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RAX_ESZ_TGGTAG20NATT_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RAX_ESZ_TGGTAG20NATT_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/009/ERR1537259	ftp.sra.ebi.ac.uk/vol1/err/ERR153/009/ERR1537259		
PRJEB14744	SAMEA4344558	ERS1256007	ERX1608088	ERR1537260	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1537260/ERR1537260.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1537260/ERR1537260.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RAXL1_ESQ_TACTCA20NTA_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RAXL1_ESQ_TACTCA20NTA_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/000/ERR1537260	ftp.sra.ebi.ac.uk/vol1/err/ERR153/000/ERR1537260		
PRJEB14744	SAMEA4344559	ERS1256008	ERX1608089	ERR1537261	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1537261/ERR1537261.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1537261/ERR1537261.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RAXL1_ESQ_TACTCA20NTA_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RAXL1_ESQ_TACTCA20NTA_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/001/ERR1537261	ftp.sra.ebi.ac.uk/vol1/err/ERR153/001/ERR1537261		
PRJEB14744	SAMEA4344560	ERS1256009	ERX1608090	ERR1537262	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1537262/ERR1537262.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1537262/ERR1537262.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RAXL1_ESQ_TACTCA20NTA_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RAXL1_ESQ_TACTCA20NTA_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/002/ERR1537262	ftp.sra.ebi.ac.uk/vol1/err/ERR153/002/ERR1537262		
PRJEB14744	SAMEA4344561	ERS1256010	ERX1608091	ERR1537263	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1537263/ERR1537263.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1537263/ERR1537263.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RAXL1_ESQ_TACTCA20NTA_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RAXL1_ESQ_TACTCA20NTA_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/003/ERR1537263	ftp.sra.ebi.ac.uk/vol1/err/ERR153/003/ERR1537263		
PRJEB14744	SAMEA4344562	ERS1256011	ERX1608092	ERR1537264	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1537264/ERR1537264.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1537264/ERR1537264.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Rfx2_ESAC_TGGTAG20NATT_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Rfx2_ESAC_TGGTAG20NATT_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/004/ERR1537264	ftp.sra.ebi.ac.uk/vol1/err/ERR153/004/ERR1537264		
PRJEB14744	SAMEA4344563	ERS1256012	ERX1608093	ERR1537265	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1537265/ERR1537265.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1537265/ERR1537265.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Rfx2_ESAC_TGGTAG20NATT_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Rfx2_ESAC_TGGTAG20NATT_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/005/ERR1537265	ftp.sra.ebi.ac.uk/vol1/err/ERR153/005/ERR1537265		
PRJEB14744	SAMEA4344564	ERS1256013	ERX1608094	ERR1537266	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1537266/ERR1537266.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1537266/ERR1537266.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Rfx2_ESAC_TGGTAG20NATT_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Rfx2_ESAC_TGGTAG20NATT_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/006/ERR1537266	ftp.sra.ebi.ac.uk/vol1/err/ERR153/006/ERR1537266		
PRJEB14744	SAMEA4344565	ERS1256014	ERX1608095	ERR1537267	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1537267/ERR1537267.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1537267/ERR1537267.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Rfx2_ESAC_TGGTAG20NATT_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Rfx2_ESAC_TGGTAG20NATT_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/007/ERR1537267	ftp.sra.ebi.ac.uk/vol1/err/ERR153/007/ERR1537267		
PRJEB14744	SAMEA4344566	ERS1256015	ERX1608096	ERR1537268	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1537268/ERR1537268.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1537268/ERR1537268.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RFX2_ESY_TAACCC20NCCA_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RFX2_ESY_TAACCC20NCCA_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/008/ERR1537268	ftp.sra.ebi.ac.uk/vol1/err/ERR153/008/ERR1537268		
PRJEB14744	SAMEA4344567	ERS1256016	ERX1608097	ERR1537269	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1537269/ERR1537269.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1537269/ERR1537269.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RFX2_ESY_TAACCC20NCCA_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RFX2_ESY_TAACCC20NCCA_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/009/ERR1537269	ftp.sra.ebi.ac.uk/vol1/err/ERR153/009/ERR1537269		
PRJEB14744	SAMEA4344568	ERS1256017	ERX1608098	ERR1537270	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1537270/ERR1537270.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1537270/ERR1537270.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RFX2_ESY_TAACCC20NCCA_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RFX2_ESY_TAACCC20NCCA_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/000/ERR1537270	ftp.sra.ebi.ac.uk/vol1/err/ERR153/000/ERR1537270		
PRJEB14744	SAMEA4344569	ERS1256018	ERX1608099	ERR1537271	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1537271/ERR1537271.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1537271/ERR1537271.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RFX2_ESY_TAACCC20NCCA_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RFX2_ESY_TAACCC20NCCA_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/001/ERR1537271	ftp.sra.ebi.ac.uk/vol1/err/ERR153/001/ERR1537271		
PRJEB14744	SAMEA4344570	ERS1256019	ERX1608100	ERR1537272	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1537272/ERR1537272.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1537272/ERR1537272.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RFX3_ESAC_TGGCTT20NGA_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RFX3_ESAC_TGGCTT20NGA_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/002/ERR1537272	ftp.sra.ebi.ac.uk/vol1/err/ERR153/002/ERR1537272		
PRJEB14744	SAMEA4344571	ERS1256020	ERX1608101	ERR1537273	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1537273/ERR1537273.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1537273/ERR1537273.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RFX3_ESAC_TGGCTT20NGA_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RFX3_ESAC_TGGCTT20NGA_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/003/ERR1537273	ftp.sra.ebi.ac.uk/vol1/err/ERR153/003/ERR1537273		
PRJEB14744	SAMEA4344572	ERS1256021	ERX1608102	ERR1537274	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1537274/ERR1537274.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1537274/ERR1537274.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RFX3_ESAC_TGGCTT20NGA_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RFX3_ESAC_TGGCTT20NGA_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/004/ERR1537274	ftp.sra.ebi.ac.uk/vol1/err/ERR153/004/ERR1537274		
PRJEB14744	SAMEA4344573	ERS1256022	ERX1608103	ERR1537275	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1537275/ERR1537275.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1537275/ERR1537275.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RFX3_ESAC_TGGCTT20NGA_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RFX3_ESAC_TGGCTT20NGA_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/005/ERR1537275	ftp.sra.ebi.ac.uk/vol1/err/ERR153/005/ERR1537275		
PRJEB14744	SAMEA4344574	ERS1256023	ERX1608104	ERR1537276	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1537276/ERR1537276.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1537276/ERR1537276.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Rfx3_ESP_TGGGTA20NCG_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Rfx3_ESP_TGGGTA20NCG_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/006/ERR1537276	ftp.sra.ebi.ac.uk/vol1/err/ERR153/006/ERR1537276		
PRJEB14744	SAMEA4344575	ERS1256024	ERX1608105	ERR1537277	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1537277/ERR1537277.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1537277/ERR1537277.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Rfx3_ESP_TGGGTA20NCG_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Rfx3_ESP_TGGGTA20NCG_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/007/ERR1537277	ftp.sra.ebi.ac.uk/vol1/err/ERR153/007/ERR1537277		
PRJEB14744	SAMEA4344576	ERS1256025	ERX1608106	ERR1537278	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1537278/ERR1537278.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1537278/ERR1537278.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Rfx3_ESP_TGGGTA20NCG_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Rfx3_ESP_TGGGTA20NCG_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/008/ERR1537278	ftp.sra.ebi.ac.uk/vol1/err/ERR153/008/ERR1537278		
PRJEB14744	SAMEA4344577	ERS1256026	ERX1608107	ERR1537279	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1537279/ERR1537279.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1537279/ERR1537279.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Rfx3_ESP_TGGGTA20NCG_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Rfx3_ESP_TGGGTA20NCG_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/009/ERR1537279	ftp.sra.ebi.ac.uk/vol1/err/ERR153/009/ERR1537279		
PRJEB14744	SAMEA4344578	ERS1256027	ERX1608108	ERR1537280	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1537280/ERR1537280.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1537280/ERR1537280.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Rfx3_ESP_TGGGTA20NCG_5.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Rfx3_ESP_TGGGTA20NCG_5.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/000/ERR1537280	ftp.sra.ebi.ac.uk/vol1/err/ERR153/000/ERR1537280		
PRJEB14744	SAMEA4344579	ERS1256028	ERX1608109	ERR1537281	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1537281/ERR1537281.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1537281/ERR1537281.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RFX5_ESAI_TGGAGC30NGAT_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RFX5_ESAI_TGGAGC30NGAT_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/001/ERR1537281	ftp.sra.ebi.ac.uk/vol1/err/ERR153/001/ERR1537281		
PRJEB14744	SAMEA4344580	ERS1256029	ERX1608110	ERR1537282	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1537282/ERR1537282.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1537282/ERR1537282.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RFX5_ESAI_TGGAGC30NGAT_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RFX5_ESAI_TGGAGC30NGAT_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/002/ERR1537282	ftp.sra.ebi.ac.uk/vol1/err/ERR153/002/ERR1537282		
PRJEB14744	SAMEA4344581	ERS1256030	ERX1608111	ERR1537283	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1537283/ERR1537283.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1537283/ERR1537283.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RFX5_ESAI_TGGAGC30NGAT_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RFX5_ESAI_TGGAGC30NGAT_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/003/ERR1537283	ftp.sra.ebi.ac.uk/vol1/err/ERR153/003/ERR1537283		
PRJEB14744	SAMEA4344582	ERS1256031	ERX1608112	ERR1537284	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1537284/ERR1537284.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1537284/ERR1537284.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RFX5_ESAI_TGGAGC30NGAT_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/RFX5_ESAI_TGGAGC30NGAT_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/004/ERR1537284	ftp.sra.ebi.ac.uk/vol1/err/ERR153/004/ERR1537284		
PRJEB14744	SAMEA4344583	ERS1256032	ERX1608113	ERR1537285	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1537285/ERR1537285.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1537285/ERR1537285.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Rhox11_ESP_TGGCCC20NCG_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Rhox11_ESP_TGGCCC20NCG_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/005/ERR1537285	ftp.sra.ebi.ac.uk/vol1/err/ERR153/005/ERR1537285		
PRJEB14744	SAMEA4344584	ERS1256033	ERX1608114	ERR1537286	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1537286/ERR1537286.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1537286/ERR1537286.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Rhox11_ESP_TGGCCC20NCG_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Rhox11_ESP_TGGCCC20NCG_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/006/ERR1537286	ftp.sra.ebi.ac.uk/vol1/err/ERR153/006/ERR1537286		
PRJEB14744	SAMEA4344585	ERS1256034	ERX1608115	ERR1537287	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1537287/ERR1537287.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1537287/ERR1537287.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Rhox11_ESP_TGGCCC20NCG_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Rhox11_ESP_TGGCCC20NCG_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/007/ERR1537287	ftp.sra.ebi.ac.uk/vol1/err/ERR153/007/ERR1537287		
PRJEB14744	SAMEA4344586	ERS1256035	ERX1608116	ERR1537288	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1537288/ERR1537288.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1537288/ERR1537288.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Rhox11_ESP_TGGCCC20NCG_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/Rhox11_ESP_TGGCCC20NCG_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/008/ERR1537288	ftp.sra.ebi.ac.uk/vol1/err/ERR153/008/ERR1537288		
